0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,Gesture
5.4,13.075,6.575,6.35,17.7,33.925,10.925,8.1,355.0,866.0,443.0,429.0,1180.0,2235.0,727.0,492.0,18.0,15.0,20.0,24.0,18.0,18.0,17.0,16.0,-0.48673496718903686,-0.5155393430395926,-0.06860607852457745,-0.15959310225843282,-0.12478358806232308,-0.0790493317841869,-0.23271732898509606,-0.14991812110921549,-0.5144701869451369,-0.013832229085001512,-0.1602040335772245,-0.2524884930073313,-0.5273074991082247,0.020318190626340396,0.015981456610303164,-0.16193575785753192,-0.6012748230941094,-0.177885117568301,0.023609161005290712,-0.039303532854949974,-0.47186086718011855,-0.21843789149254111,-0.14280978635917396,-0.21075537504447464,-0.4820577954765569,-0.37279518329530165,-0.22866401280578127,-0.06577006589566564,-0.1448511340636101,-0.1591365655372852,0.04636230194581958,-0.28043132045974895,2
6.825,13.225,5.15,5.425,11.225,31.275,9.475,9.85,492.0,854.0,320.0,336.0,695.0,1927.0,636.0,664.0,20.0,16.0,16.0,17.0,13.0,16.0,19.0,19.0,-0.46346478809373226,-0.3265833233965448,-0.10766962227912857,-0.11462180471721811,-0.2779553949326337,-0.24695862295185558,0.06269695870732334,-0.2818742988160753,-0.39497661188901556,-0.3461221828447814,-0.32310201181781356,-0.19885865193871324,-0.46280999418840624,-0.3813228521304216,-0.46749776310469615,-0.4415259938124084,-0.07100078617792441,-0.5357442976098579,-0.07931187374168296,0.04313381810082045,-0.5301218473664383,-0.2741871012240603,-0.16457642441138787,-0.10610206153201036,-0.5557546428119019,-0.34832774936460953,-0.30916432302966146,-0.10387140616612699,-0.388551340339054,-0.06741383546719527,-0.1549613219869166,-0.3959352932681238,2
7.175,13.475,6.125,4.725,14.475,26.6,7.4,11.325,492.0,931.0,413.0,283.0,863.0,1808.0,464.0,762.0,18.0,18.0,20.0,18.0,16.0,23.0,18.0,20.0,-0.4210822003020579,-0.14424385978444823,-0.3412859979078559,-0.5095197941855875,-0.7436815134119332,-0.5574899258372619,-0.6941846170108936,-0.35775997074040755,-0.5418272148847512,-0.01394434862704137,-0.10468993572664101,-0.3020291919178097,-0.2116445152769871,-0.12853533798787012,-0.019970383768497885,-0.22127438220740323,-0.38486353505936527,-0.2733419574510097,-0.06646112966845284,-0.30290904289232723,-0.6277869788030878,-0.34495256439297434,-0.3039983798728137,-0.0865463545617802,-0.3719663365883285,-0.16068380109394456,-0.13209879746199862,-0.18452005525651397,-0.48552931268720007,-0.2090844102060884,-0.16449394892723793,-0.36134071726157135,2
7.75,10.9,5.35,4.625,14.65,21.05,7.375,10.75,528.0,739.0,354.0,248.0,1012.0,1320.0,475.0,685.0,20.0,21.0,16.0,17.0,14.0,19.0,15.0,18.0,-0.21504981847010599,-0.2565646918463988,0.12285193970845314,-0.26355116071951024,-0.3579491813828857,0.004410936635554156,-0.12220578207869519,-0.12605860843765987,-0.6865524936809438,-0.2977961233998644,-0.09245897943375304,-0.18402804394432734,-0.07785748074619465,-0.22878215398025512,0.010572543249890739,-0.1877792052818548,-0.7428392729001073,-0.42178797400643886,-0.32154335094735914,-0.12597149237553876,-0.39011464530747564,-0.078871096540879,0.25209574987614347,0.1345362039797867,-0.27285450339733963,-0.12923282291928037,-0.07616149626893357,-0.3845632221571756,-0.3895596643345092,-0.20538323461807736,-0.18975674718944405,-0.36184837254638386,2
7.025,12.35,6.275,4.675,12.775,29.075,10.0,9.75,478.0,806.0,390.0,283.0,750.0,1924.0,662.0,678.0,23.0,19.0,14.0,17.0,15.0,16.0,16.0,21.0,-0.4103884758460124,-0.045847734910177934,-0.08160173644636019,-0.21185506697764833,-0.4909261875151949,-0.3175722635613966,-0.2544853428894949,-0.17602415670317306,-0.6341677223896471,-0.3979227141819564,-0.2869006282870906,-0.15861641139509786,-0.5002157555708391,-0.39922121299842084,-0.43896368333329894,-0.3335570437831221,-0.32437622021443774,-0.2248611530391805,-0.17430898519735016,0.00917333291838485,-0.46419023707294216,-0.4056484937875102,-0.14551880125081815,-0.35210286099650956,-0.2940900785298814,-0.05937259223999171,-0.273984132373983,-0.27221095927199784,-0.5831075653101543,-0.1529379935809972,0.11500479544493403,-0.04661123360132499,2
5.8,12.5,7.8,5.45,12.475,21.95,9.975,8.85,405.0,781.0,490.0,338.0,834.0,1455.0,624.0,630.0,13.0,18.0,15.0,12.0,21.0,18.0,22.0,19.0,-0.4155160550104805,-0.037015410854861604,-0.22822609836480567,-0.2588006592017876,-0.1853477163711414,-0.1610171100935246,-0.03870306025698326,-0.07395536635270336,-0.3557595300041016,-0.04601366757647163,-0.44952805152574354,-0.24441789851941595,-0.45532231967006587,-0.2254704095104901,-0.2857356000449067,-0.33311623172687127,-0.49787733710299326,-0.2837206100442727,0.11385522823714185,-0.09283804047375312,-0.4171163426160906,-0.3005860993150896,-0.20156271670862402,-0.18092508822149428,-0.2395824919136883,-0.07440292714510108,-0.20977824063578074,-0.09446485403420857,-0.6325210163776568,-0.2719678989400631,-0.23065180997561438,-0.08165640260526431,2
7.075,14.25,5.425,5.025,10.65,17.8,10.5,9.2,467.0,909.0,299.0,287.0,737.0,1236.0,681.0,578.0,16.0,18.0,17.0,13.0,16.0,20.0,17.0,18.0,-0.4597808076849168,-0.4558433409350015,-0.15387958902696783,-0.41169115452611543,-0.46698461583774736,-0.5413182923847316,-0.25228565586449164,-0.4480979659452633,0.3639524228505636,-0.653278308493087,0.37792158677624504,-0.5848591065708205,-0.2267855164401163,-0.5297643722196442,-0.13850488145984488,-0.5232174940639313,-0.6730571892718588,-0.32593574124087044,-0.39078802036656235,-0.393275394535468,-0.3190504823551655,-0.0574314207398329,-0.032828572663283276,-0.09161030516580423,-0.3738001340853117,-0.2155657141562592,0.06357097951960247,-0.09552831461557536,-0.6260236919727676,-0.5883288027786527,-0.20782620872471752,-0.04220763259833009,2
6.025,10.6,5.5,4.175,11.35,23.675,9.85,13.425,359.0,668.0,365.0,256.0,825.0,1589.0,688.0,875.0,18.0,18.0,15.0,19.0,17.0,22.0,25.0,20.0,-0.37473687295521735,-0.2636859138319777,-0.04707389160144993,-0.19322660917259168,-0.5000773569313016,-0.36068807462419195,-0.3813638728499624,-0.3273808198741695,-0.280400923577665,-0.48082473990474567,-0.04634164665296655,-0.4430314366950239,-0.3836684142832118,-0.16440268294379673,-0.2857323520102428,-0.2652912301184567,-0.7098845119845281,-0.3644468924609389,-0.29733452228503976,-0.24578862420203218,-0.3194387638699535,-0.17237509141788113,0.0272022744327463,0.15369938475278097,-0.47910523362503055,-0.15002280818413266,0.1488135460488736,0.04120603631069876,-0.6059728939468847,-0.31927672378606764,-0.07551386555830335,-0.13667272420240967,2
7.55,15.85,6.625,5.825,13.575,30.35,12.025,13.825,468.0,1135.0,432.0,370.0,929.0,2256.0,869.0,894.0,16.0,20.0,19.0,18.0,21.0,20.0,26.0,17.0,-0.3865588257458952,-0.2032287079918624,-0.19838477233020863,-0.20379606314726914,-0.6864042624376426,-0.18217124999633297,-0.2015612703775481,-0.20082288386667682,-0.47294064282422676,-0.2233664361985626,-0.33986261546080815,-0.4749288365875859,-0.4858658959703606,-0.5213203868293812,-0.3621303393908832,-0.5558961186032755,-0.6102929729104827,-0.42602082050802514,0.09322734444038751,-0.13751987708234886,-0.7259283631383476,-0.47283043249377427,-0.5039346832157154,-0.15844355665826743,-0.49745648753232197,0.10752137667500479,0.13759884803359432,-0.07049980225547461,-0.5184657234977195,-0.1606659688493423,-0.1235658094207311,0.016938855458243467,2
8.2,15.975,6.975,7.875,14.45,40.15,12.75,14.35,503.0,992.0,433.0,483.0,822.0,2578.0,913.0,994.0,13.0,15.0,17.0,19.0,15.0,16.0,18.0,19.0,-0.23916514833845967,-0.44559579042961106,-0.27212466207549213,-0.49919278060617,-0.4847227972408787,-0.22860264938724964,-0.33617744332805916,-0.3694346868720976,-0.40503590813500834,-0.7488184732097372,-0.2145475852492381,-0.3098963863040025,-0.3811705133669333,-0.38247614633521243,-0.06690150580599853,-0.2210117536150095,-0.2050264065209005,-0.1601039946845165,-0.06900497962662094,-0.3520898664644972,-0.6383759166661217,-0.43718751234167424,-0.35773897942423233,-0.24308224902098757,-0.5198180115401524,0.07994883750130789,0.05073379857253464,-0.13981667956724805,-0.575537210658871,-0.3030861326368827,-0.06297824021865658,-0.2672200677115796,2
