0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,Gesture
12.8,5.625,3.35,7.525,15.75,30.925,13.0,11.35,797.0,379.0,196.0,429.0,1062.0,1905.0,868.0,668.0,19.0,20.0,15.0,16.0,19.0,18.0,18.0,12.0,-0.4290376767233076,-0.17730894178430626,-0.2649517970971641,-0.08511838151170834,-0.5339720137387055,-0.08085115545088183,-0.05574736205455682,-0.3030623927317059,-0.3095904847769028,-0.3580977711801195,-0.32720180527803383,-0.15232472891454396,-0.07326561775483062,-0.4798465094199038,-0.28241010867357896,-0.15857111166221702,-0.5058616467732265,-0.1749807855192292,-0.2790740193327322,-0.14560964796910672,-0.15419766316276595,0.010396796093167205,-0.005467356568636589,0.13589581516763433,-0.6763058671187173,-0.6513666976369199,-0.33182997774683404,-0.2085125109662091,-0.1881445712569896,-0.3911913161746146,-0.18334910060908916,-0.2625179904460281,3
11.775,12.05,4.45,4.05,9.925,28.075,9.45,10.15,781.0,797.0,287.0,228.0,650.0,2123.0,682.0,559.0,18.0,16.0,16.0,14.0,17.0,27.0,22.0,17.0,-0.4853689274714664,-0.32107849853249315,0.050175521576952015,-0.08844358808722648,-0.6097179508068621,-0.4422368000485738,-0.3787587682857781,-0.10055174437247824,-0.28160904760873984,-0.005296173222556397,-0.11292964466161465,-0.21637240575314154,-0.050897900921320086,-0.4172692018783676,-0.14931589914035656,-0.3556406033391387,-0.4446931681731388,-0.17224714173325786,-0.24961056183280464,-0.15017108589352166,-0.9452782021193004,-0.33823081299940744,0.026485639431401628,0.1450999717113383,-0.8728809341529367,-0.4047380583027628,-0.3121416552948443,-0.14176864238740752,-0.2536839725205389,-0.2856366549807424,0.03700733593195106,-0.1851596837936277,2
16.05,8.225,4.025,12.15,12.55,32.525,12.975,19.7,1037.0,565.0,241.0,657.0,810.0,2020.0,865.0,1254.0,19.0,19.0,14.0,13.0,17.0,14.0,17.0,17.0,-0.4520431413375811,-0.3250934626828481,-0.2791295512500338,-0.3250904649509629,-0.6136248858425181,-0.274774720419897,-0.3357405893414812,-0.2848707002944498,-0.26213135323403364,-0.25031146968407103,-0.3738597185967646,-0.25459109899208404,-0.4264859547370631,-0.4425964252903371,-0.4364804175399601,-0.3580380760410232,-0.37564695339642296,-0.1190459772528699,-0.05839609733861239,-0.24816286923665165,-0.2789218646627234,-0.2099440317149464,-0.1997904297131674,0.009826021122226598,-0.5524801588572064,-0.41738754551371815,-0.14559463578383966,-0.009078185995774314,-0.44703012072876536,-0.3699996964289621,-0.3099606239883075,-0.24904412632027656,3
14.35,3.225,2.4,2.725,20.425,20.975,2.15,6.45,930.0,212.0,161.0,188.0,1410.0,1359.0,126.0,419.0,18.0,16.0,15.0,20.0,19.0,17.0,13.0,17.0,-0.3754495363519027,-0.20528887948933847,-0.16127149308733738,-0.26846010517125424,-0.5747406421658355,-0.4181022315474578,-0.3937431244416224,-0.3822980617022007,-0.7553303993216804,-0.4608102341910751,-0.6489434497221596,-0.3202385857318852,-0.8828518422290732,-0.3974481140651988,-0.42145668958585664,-0.2169374918620998,-0.576040971474871,-0.18752677979364493,-0.2781947348504314,-0.3497987515044505,-0.6794757620772001,-0.4080768551911886,-0.6768832253326258,-0.37280224375656185,-0.3485242934025653,-0.13300611569088566,-0.0951305761146488,-0.22687507523980274,-0.3480083190611245,0.012600409801788635,-0.2888405433493177,-0.5232172108394363,1
12.375,2.525,1.6,2.5,14.825,11.7,1.625,4.0,783.0,149.0,96.0,140.0,962.0,658.0,88.0,232.0,20.0,15.0,10.0,14.0,18.0,15.0,15.0,13.0,-0.4685705269762957,-0.5592800727215488,-0.1073178717943448,-0.3257881552785681,-0.2424520646501768,-0.2744394896967133,-0.110095183648479,-0.34901785202190944,-0.18669657718577268,-0.2873074744911924,-0.1479601538095417,-0.08719526540854149,-0.2341034033129112,-0.31763628437786484,-0.18232711763225173,-0.19867871686004568,-0.5045459692932939,-0.3557382983857165,-0.0016505523256120163,-0.18610605740857844,-0.22707335531085726,-0.3620413290143791,-0.07803756212394332,-0.2095454223589712,-0.18449429373642015,-0.2854292179949668,-0.2404787683943009,-0.1867153421135468,-0.06127161695313695,-0.24375254755097656,-0.1106327914864998,-0.2391823648795875,1
11.675,13.525,3.95,3.5,13.2,23.775,6.7,12.925,819.0,843.0,259.0,249.0,889.0,1353.0,441.0,848.0,19.0,17.0,12.0,15.0,16.0,18.0,20.0,19.0,-0.5304482938765103,-0.18145202679007105,0.05307683961104443,0.17675216654755185,-0.35915213806865737,-0.4448277030499104,0.002366670747795383,-0.1962325986366283,-0.445651889761573,-0.24328895337422946,-0.16602897718972134,-0.280927419901633,-0.6362501711811034,-0.3138433424819201,-0.2127493041448295,-0.009809086392215486,-0.3025314299002594,-0.1722643190336087,-0.2214790642788384,-0.034175557490672616,-0.1870013622722749,-0.19226632581040146,-0.3414762403469211,0.10803547868020397,-0.5258088161285216,-0.13995617040029013,-0.17219024946994818,0.00492075037184298,-0.3700956420649669,-0.08117832242462421,-0.1290999576404181,-0.22352972439154825,2
7.3,11.075,3.35,3.125,6.9,13.975,3.325,7.125,472.0,682.0,177.0,172.0,482.0,773.0,215.0,396.0,17.0,16.0,13.0,16.0,17.0,16.0,20.0,15.0,-0.5576604166959546,-0.31273454946619833,-0.5314342102397335,-0.5282187658642074,-0.27992384770848644,-0.21713165436287515,-0.0409392682474683,0.031017977745828644,0.14997268094334398,-0.26045016240897184,0.16378987791662195,-0.07923829280272134,-0.06340608957629412,-0.05191077069406856,-0.11725645241472032,-0.04244589408155837,-0.5358187980289381,-0.07722381808854603,0.062263940230542776,0.03300549103927845,-0.1283696719505146,-0.23316217736134015,-0.08574410611711063,-0.20109447695945115,-0.2410348977414384,0.035862665836952315,-0.13464380109381022,-0.08094508469882887,-0.11474493253899283,-0.15472954370853018,-0.2044631780487029,-0.2496102150280639,2
16.55,2.6,2.55,4.6,17.3,13.975,2.375,6.75,994.0,171.0,158.0,287.0,981.0,915.0,148.0,394.0,15.0,15.0,18.0,18.0,10.0,13.0,14.0,16.0,-0.26858706671256594,-0.13072025338947385,-0.15369451607097892,-0.13080615597884984,-0.4859965499962994,-0.3151927404602735,-0.5030088396540688,-0.2983042788567559,-0.4873732316185504,-0.2832949555765581,-0.5330258384027088,-0.3608385149847483,-0.4672751527642306,-0.1970436471523453,-0.6373889805523283,-0.5385083568102266,-0.2378124275603787,0.00479354136317953,-0.10701045851117487,-0.21830161849793286,-0.5135502262648654,-0.4011628183576893,-0.6408629241109375,-0.5222180141952457,-0.6702807091220265,-0.4080158384588656,-0.23099833338006065,-0.20113541296257312,-0.3255721689913154,-0.4157900239957377,-0.19227469475116413,-0.07185457533262703,1
6.35,2.65,2.45,2.675,12.65,22.775,6.275,5.75,429.0,167.0,151.0,160.0,840.0,1509.0,351.0,388.0,19.0,19.0,16.0,12.0,19.0,19.0,13.0,15.0,-0.4651154185224149,-0.29383288045770817,-0.12739584033987358,-0.26361962832581104,-0.5319953740353138,-0.3631450400433837,-0.029250800365922324,-0.12333963409789367,-0.4439981006849356,-0.3046580202185108,-0.35356453752060946,-0.4470275273267661,-0.4289064292433713,-0.33880188321022586,-0.34493395726233034,-0.3691695530995127,-0.6574710180546592,-0.4568434370072959,-0.3002996100534085,-0.3622083731836188,-0.2654305091430554,-0.09475261253196332,-0.16397506096883582,-0.14574995398983195,-0.2509251774492797,-0.32844580678089685,-0.18827957818577887,-0.1464279228999461,-0.5879382119361323,-0.5814006743736264,-0.32318083553395044,-0.35644247055329953,3
6.45,4.65,2.275,2.825,12.9,14.775,2.225,9.375,377.0,271.0,128.0,178.0,792.0,956.0,130.0,649.0,17.0,16.0,14.0,17.0,18.0,16.0,15.0,20.0,-0.15289979862747785,-0.361700375871806,-0.02564356297794924,-0.32919794915427353,-0.4032387135557784,-0.4978100067034768,-0.2364414211048743,-0.21040550879166844,-0.12568601787644318,-0.2716245172324985,-0.1777796564944773,-0.3128647774450536,-0.3475494783769062,-0.14632771322152036,0.07902455299954178,-0.26191849242048465,-0.4742464850333847,-0.4536918264837002,-0.21152370244778146,-0.3704104344165115,-0.4220997786400403,-0.5774459771558981,-0.2349026099409688,-0.3528824213084352,-0.14557363936805134,-0.11282047410559636,-0.2464354457378285,0.004871269590432775,-0.4633300772897575,-0.057524265478420135,-0.3266490921367462,-0.2699040117929016,2
